time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
4831.266618	15.759337	7.454228	2.114148	243
4832.274839	18.038784	7.473536	2.413688	244
4833.372571	18.788992	7.449243	2.522269	245
4834.394552	21.455858	7.460658	2.875867	246
4835.444884	13.800473	7.473794	1.846515	247
4836.477890	16.632465	7.484796	2.222167	248
4837.540349	18.498644	7.473461	2.475245	249
4838.550845	19.667339	7.477518	2.630196	250
4839.645207	17.770693	7.427732	2.392479	251
4840.655880	19.933210	7.473753	2.667095	252
4841.738677	18.746147	7.452777	2.515324	253
4842.761914	20.771751	7.448946	2.788549	254
4843.817835	20.437584	7.442703	2.745990	255
4844.837585	23.496517	7.461771	3.148920	0
4845.939324	22.437033	7.453812	3.010142	1
4846.952897	26.888504	7.475625	3.596824	2
4848.006979	16.690027	7.468531	2.234714	3
4849.038567	20.572655	7.464036	2.756238	4
4850.110364	22.841480	7.468768	3.058266	5
4851.124531	27.136799	7.461230	3.637041	6
4852.207975	18.600073	7.458532	2.493798	7
4853.220557	22.908152	7.459451	3.071024	8
4854.304751	21.079342	7.461209	2.825191	9
4855.320673	23.470755	7.453094	3.149129	10
4856.395564	24.308039	7.463460	3.256940	11
4857.413771	26.057760	7.451925	3.496783	12
4858.492560	23.751379	7.464193	3.182043	13
4859.514016	25.827251	7.470873	3.457059	14
4860.582583	24.375937	7.473021	3.261859	15
4861.613341	26.427290	7.467731	3.538865	16
4862.673145	25.921843	7.461639	3.474014	17
4863.700471	28.513540	7.462831	3.820741	18
4864.776377	24.752354	7.488751	3.305271	19
4865.815466	29.706894	7.463025	3.980544	20
4866.862861	25.053823	7.450841	3.362550	21
4867.889855	27.909801	7.468848	3.736829	22
4868.964733	27.080574	7.464008	3.628155	23
4869.992179	29.502151	7.444604	3.962891	24
4871.058642	28.286428	7.449324	3.797181	25
4872.083122	31.938469	7.450954	4.286494	26
4873.151256	26.066927	7.475815	3.486834	27
4874.183665	31.083082	7.449394	4.172565	28
4875.246488	28.598475	7.468066	3.829435	29
4876.271771	31.766394	7.444557	4.267064	30
4877.341719	27.952896	7.453885	3.750111	31
4878.372362	30.651461	7.461257	4.108082	32
4879.436879	31.250370	7.472226	4.182204	33
4880.465339	33.093662	7.444556	4.445351	34
4881.533367	29.435225	7.463794	3.943735	35
4882.556141	32.090771	7.466695	4.297855	36
4883.633447	32.291508	7.460183	4.328515	37
4884.652958	35.439148	7.469618	4.744439	38
4885.729394	30.155344	7.483999	4.029309	39
4886.750392	36.212704	7.448981	4.861431	40
4887.816873	30.596298	7.446437	4.108851	41
4888.837937	34.747169	7.477672	4.646790	42
4889.921394	32.078339	7.467579	4.295681	43
4890.943586	36.590683	7.433424	4.922453	44
4892.008041	32.059204	7.469595	4.291960	45
4893.040428	35.507912	7.447816	4.767560	46
4894.100342	32.990215	7.479986	4.410465	47
4895.129082	35.498062	7.445442	4.767758	48
4896.201079	34.415585	7.461067	4.612690	49
4897.232374	36.058647	7.437647	4.848126	50
4898.291500	34.981564	7.466369	4.685218	51
4899.321148	38.300293	7.469676	5.127437	52
4900.397925	33.323654	7.466429	4.463131	53
4901.418625	36.070267	7.436959	4.850136	54
4902.484453	36.543999	7.466645	4.894300	55
4903.512716	38.628422	7.452647	5.183182	56
4904.577123	34.902706	7.468113	4.673564	57
4905.611092	36.680893	7.455825	4.919763	58
4906.673851	37.492558	7.461316	5.024925	59
4907.704191	39.803402	7.462058	5.334105	60
4908.766699	34.995621	7.463877	4.688665	61
4909.797301	38.254219	7.451740	5.133596	62
4910.865775	37.248425	7.464675	4.989960	63
4911.895314	40.421749	7.448364	5.426930	64
4912.954992	36.894741	7.455048	4.948961	65
4913.989482	38.868149	7.459812	5.210339	66
4915.056405	38.253365	7.460528	5.127435	67
4916.086840	40.742706	7.455444	5.464827	68
4917.146678	36.793728	7.448517	4.939739	69
4918.181141	41.589352	7.473889	5.564620	70
4919.245732	37.695820	7.463885	5.050429	71
4920.277000	40.828499	7.468535	5.466735	72
4921.339403	38.276764	7.465312	5.127283	73
4922.369749	42.031525	7.456478	5.636914	74
4923.436228	38.862511	7.453305	5.214131	75
4924.462171	41.580807	7.461037	5.573061	76
4925.532545	38.412689	7.461352	5.148221	77
4926.561414	41.258640	7.460434	5.530327	78
4927.627037	39.284531	7.452323	5.271448	79
4928.652358	42.388268	7.450893	5.689018	80
4929.724383	40.431713	7.466555	5.415042	81
4930.753476	42.181438	7.447570	5.663786	82
4931.814922	39.458881	7.442360	5.301932	83
4932.847171	41.129047	7.466327	5.508605	84
4933.921687	42.195469	7.446683	5.666344	85
4934.942503	42.690067	7.443311	5.735360	86
4936.004465	40.488209	7.461442	5.426325	87
4937.036770	42.273907	7.470470	5.658802	88
4938.101762	41.014484	7.463398	5.495417	89
4939.144041	44.117901	7.458900	5.914800	90
4940.194085	40.802086	7.463119	5.467163	91
4941.228772	41.758469	7.447876	5.606762	92
4942.290995	42.062225	7.459392	5.638828	93
4943.324117	43.801464	7.470559	5.863211	94
4944.384402	41.253357	7.451280	5.536413	95
4945.418735	42.852642	7.443989	5.756678	96
4946.481197	40.963924	7.436228	5.508697	97
4947.514069	43.480846	7.456072	5.831603	98
4948.575744	42.079254	7.465617	5.636407	99
4949.608528	42.654476	7.453442	5.722790	100
4950.671884	41.930283	7.462170	5.619047	101
4951.703945	43.640606	7.449530	5.858169	102
4952.767280	41.691898	7.449915	5.596292	103
4953.797799	43.098480	7.458132	5.778724	104
4954.862806	41.717705	7.437884	5.608814	105
4955.892364	44.087833	7.467104	5.904275	106
4956.959657	42.053059	7.455160	5.640799	107
4957.989173	43.807182	7.468752	5.865396	108
4959.053137	41.434303	7.465795	5.549886	109
4960.082526	44.326088	7.457028	5.944203	110
4961.149229	41.049995	7.458405	5.503858	111
4962.177773	44.484356	7.468433	5.956317	112
4963.243846	42.262676	7.474247	5.654439	113
4964.273320	44.510010	7.462791	5.964258	114
4965.338052	41.444637	7.477374	5.542674	115
4966.370183	43.526318	7.463876	5.831597	116
4967.432209	41.989265	7.471700	5.619774	117
4968.465619	43.451202	7.450885	5.831684	118
4969.526726	41.988464	7.468259	5.622256	119
4970.571120	46.163250	7.456508	6.191001	120
4971.621523	42.017254	7.453753	5.637060	121
4972.656957	43.692703	7.444363	5.869234	122
4973.716112	42.024582	7.444081	5.645369	123
4974.750780	44.131409	7.465167	5.911644	124
4975.810996	42.410213	7.436267	5.703159	125
4976.846590	43.396824	7.465155	5.813252	126
4977.917326	45.106525	7.439900	6.062787	127
4978.941491	43.632690	7.472890	5.838798	128
4980.000869	42.272228	7.428216	5.690765	129
4981.036077	43.178265	7.464699	5.784328	130
4982.096371	42.696968	7.470766	5.715207	131
4983.131351	42.973660	7.443209	5.773540	132
4984.190222	42.599056	7.442458	5.723789	133
4985.226918	43.213219	7.464087	5.789485	134
4986.286517	41.749619	7.459542	5.596807	135
4987.321574	43.263233	7.452270	5.805377	136
4988.381346	42.324997	7.475299	5.661981	137
4989.416796	43.111874	7.440668	5.794086	138
4990.476837	42.201759	7.447124	5.666854	139
4991.511079	43.158886	7.444452	5.797457	140
4992.572262	41.979473	7.458046	5.628749	141
4993.605397	43.587196	7.464739	5.839079	142
4994.667191	41.653755	7.465596	5.579428	143
4995.698850	42.881516	7.433739	5.768499	144
4996.762753	41.811798	7.447383	5.614294	145
4997.793869	43.136009	7.456287	5.785186	146
4998.858281	42.095963	7.467412	5.637290	147
4999.887668	43.403557	7.466706	5.812945	148
5000.954217	41.631657	7.458382	5.581862	149
5001.984469	42.617870	7.462666	5.710811	150
5003.048307	41.170330	7.466073	5.514322	151
5004.079257	42.067699	7.447421	5.648626	152
5005.143311	41.550804	7.447392	5.579242	153
5006.174922	41.730927	7.430119	5.616455	154
5007.236388	42.187023	7.457577	5.656935	155
5008.270105	41.804733	7.457702	5.605579	156
5009.331694	41.903267	7.434700	5.636174	157
5010.365321	41.729530	7.445858	5.604395	158
5011.425453	41.820065	7.452733	5.611373	159
5012.460411	41.000839	7.453510	5.500876	160
5013.520867	41.910126	7.475358	5.606438	161
5014.555582	41.215267	7.479027	5.510780	162
5015.615336	41.618122	7.470865	5.570724	163
5016.649908	41.421444	7.439743	5.567592	164
5017.710578	41.737415	7.452217	5.600671	165
5018.745372	41.127460	7.471586	5.504516	166
5019.805665	41.028172	7.465047	5.496037	167
5020.839557	40.892311	7.462029	5.480052	168
5021.900674	41.055965	7.431895	5.524293	169
5022.934797	40.492653	7.457190	5.430016	170
5023.996241	40.855076	7.465423	5.472574	171
5025.029750	40.143379	7.452802	5.386347	172
5026.091440	40.946484	7.470878	5.480813	173
5027.123728	40.684216	7.466186	5.449130	174
5028.186599	40.083008	7.457999	5.374499	175
5029.218250	40.165718	7.468521	5.378002	176
5030.292344	42.918839	7.469690	5.745732	177
5031.312917	40.358982	7.446003	5.420221	178
5032.376799	39.936188	7.449635	5.360826	179
5033.407488	40.666786	7.466835	5.446322	180
5034.471098	39.905701	7.460376	5.349020	181
5035.501882	40.558876	7.447111	5.446257	182
5036.566171	39.191673	7.461318	5.252648	183
5037.598098	39.762928	7.437377	5.346364	184
5038.659824	39.514458	7.459974	5.296863	185
5039.693544	39.375511	7.450807	5.284731	186
5040.754080	39.504402	7.438498	5.310804	187
5041.788523	39.910931	7.443869	5.361584	188
5042.848899	38.925350	7.458400	5.218995	189
5043.883386	39.943684	7.457707	5.356028	190
5044.943391	39.140347	7.469172	5.240252	191
5045.979669	38.599834	7.482452	5.158715	192
5047.038649	38.878704	7.473779	5.202014	193
5048.073574	38.990211	7.457747	5.228149	194
5049.143173	42.059772	7.475393	5.626430	195
5050.168575	39.270618	7.452361	5.269554	196
5051.226930	38.887051	7.459334	5.213207	197
5052.263735	38.594944	7.428465	5.195548	198
5053.322726	38.265202	7.467928	5.123938	199
5054.358366	38.468502	7.459445	5.157020	200
5055.416917	38.708687	7.441064	5.202037	201
5056.453407	38.037453	7.440593	5.112154	202
5057.511318	38.949642	7.464097	5.218266	203
5058.548359	38.258797	7.470340	5.121427	204
5059.606530	38.271858	7.437671	5.145678	205
5060.642553	38.096836	7.451392	5.112714	206
5061.712235	41.863270	7.472943	5.601979	207
5062.736796	38.087055	7.469726	5.098856	208
5063.796592	38.494099	7.470243	5.152991	209
5064.831019	38.350803	7.469766	5.134138	210
5065.891772	38.324310	7.464253	5.134380	211
5066.924880	37.976532	7.446782	5.099724	212
5067.986887	37.736282	7.435668	5.075036	213
5069.019989	37.404659	7.472665	5.005531	214
5070.081314	38.192616	7.460273	5.119466	215
5071.114202	37.453300	7.470274	5.013646	216
5072.177035	37.903603	7.452943	5.085723	217
5073.208903	37.720898	7.449520	5.063535	218
5074.271795	37.766762	7.449755	5.069531	219
5075.303406	37.867615	7.470385	5.069031	220
5076.366108	37.470108	7.461255	5.021958	221
5077.399210	36.477875	7.468921	4.883955	222
5078.461020	36.872532	7.430573	4.962274	223
5079.494528	36.110203	7.430430	4.859774	224
5080.555372	37.663635	7.461694	5.047599	225
5081.589313	36.608879	7.466702	4.902952	226
5082.649482	37.800545	7.461793	5.065880	227
5083.684057	36.341831	7.440457	4.884355	228
5084.743698	37.486160	7.450927	5.031074	229
5085.779292	35.458481	7.465998	4.749330	230
5086.838674	37.081551	7.465934	4.966767	231
5087.873707	35.811413	7.437604	4.814913	232
5088.933486	36.986649	7.453786	4.962130	233
5089.968961	35.616138	7.446986	4.782625	234
5091.027918	37.115845	7.466684	4.970861	235
5092.063509	35.464687	7.474211	4.744941	236
5093.123318	36.466080	7.465414	4.884670	237
5094.157913	34.736607	7.464332	4.653680	238
5095.218073	36.566666	7.455184	4.904865	239
5096.252818	34.698284	7.452392	4.655993	240
5097.312849	36.578949	7.467794	4.898227	241
5098.346820	35.082397	7.428955	4.722387	242
5099.418471	39.835419	7.431159	5.360593	243
5100.441268	35.319386	7.455693	4.737237	244
5101.502937	35.967003	7.462548	4.819668	245
5102.535997	34.690811	7.464545	4.647411	246
5103.597335	36.143799	7.466199	4.840991	247
5104.630152	35.549313	7.462563	4.763687	248
5105.692096	35.792618	7.447642	4.805900	249
5106.725004	35.158680	7.445229	4.722311	250
5107.787562	35.187641	7.469319	4.710958	251
